CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL,BOS_2012,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Current Police Districts,DELETE - Zip Codes,DELETE - Police Districts,DELETE - Neighborhoods,DELETE - Neighborhoods_from_fyvs_ahh9,DELETE - 2017 Fix It Zones,DELETE - SF Find Neighborhoods,Civic Center Harm Reduction Project Boundary,DELETE - Current Supervisor Districts,Fix It Zones as of 2017-11-06 ,Invest In Neighborhoods (IIN) Areas,DELETE - HSOC Zones,Fix It Zones as of 2018-02-07,"CBD, BID and GBD Boundaries as of 2017",Central Market/Tenderloin Boundary,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary Polygon - Updated,HSOC Zones as of 2018-06-05,OWED Public Spaces,Parks Alliance CPSI (27+TL sites),Neighborhoods
17551470,11/14/2023 12:39:13 PM,11/29/2023 09:30:33 PM,11/29/2023 09:30:33 PM,Closed,Case Resolved - Per process - cases are closed 10 days after assignment.,Clear Channel - Transit Queue,Graffiti,Graffiti on Transit_Shelter_Platform_1,Transit_Shelter_Platform_1 - Offensive,"600 STANYAN ST, SAN FRANCISCO, CA, 94117",STANYAN ST,5,Haight Ashbury,PARK,37.770868164704,-122.453774035726,"(37.77086816, -122.45377404)",Mobile/Open311,,5,25,7,11,3,11,15,8,29492,5,9,9,22,25,,11,24,,,25,,,1,,,,,25
17551468,11/14/2023 12:38:00 PM,,11/14/2023 01:00:53 PM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"2075 OAK ST, SAN FRANCISCO, CA, 94117",OAK ST,5,Haight Ashbury,PARK,37.771005280876,-122.453619701599,"(37.77100528, -122.4536197)",Mobile/Open311,,5,25,7,11,3,11,15,8,29492,5,9,9,22,25,,11,24,,,25,,,1,,,,,25
17551467,11/14/2023 12:38:00 PM,11/15/2023 08:25:00 AM,11/15/2023 08:25:00 AM,Closed,Case Resolved - Incomplete address no costco @ 11th/Mission adv controll,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of 11TH ST and MISSION ST,11TH ST,6,South of Market,SOUTHERN,0,0,"(0.0, 0.0)",Phone,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
17551464,11/14/2023 12:37:00 PM,11/19/2023 10:30:24 AM,11/19/2023 10:30:24 AM,Closed,Case Resolved - SES Graffiti Crew  - Paint - Box - Big Signal Light,DPW Ops Queue,Graffiti,Graffiti on Signal_box,Signal_box - Offensive,Intersection of OAK ST and SHRADER ST,OAK ST,5,Panhandle,PARK,37.771266984841,-122.452266647277,"(37.77126698, -122.45226665)",Mobile/Open311,,5,24,7,11,12,11,15,8,29492,5,8,8,22,24,,11,24,,,25,,,1,,,,,24
17551462,11/14/2023 12:37:00 PM,11/15/2023 07:54:00 AM,11/15/2023 07:54:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"1082 PINE ST, SAN FRANCISCO, CA, 94108",PINE ST,3,Nob Hill,CENTRAL,37.790705630475,-122.413589009704,"(37.79070563, -122.41358901)",Mobile/Open311,,3,16,6,3,21,10,5,1,28857,1,21,21,,16,,3,,,,,,,1,,,,,16
17551460,11/14/2023 12:37:00 PM,11/14/2023 01:16:36 PM,11/14/2023 01:16:36 PM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,Intersection of 28TH AVE and JUDAH ST,28TH AVE,4,Outer Sunset,TARAVAL,37.7613084449,-122.486662646974,"(37.76130844, -122.48666265)",Mobile/Open311,,4,39,10,7,35,3,1,5,56,8,35,35,,39,,7,,,,,,,1,,,,,39
17551459,11/14/2023 12:37:00 PM,11/15/2023 04:22:11 PM,11/15/2023 04:22:11 PM,Closed,Case Resolved,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"625 SHRADER ST, SAN FRANCISCO, CA, 94117",SHRADER ST,5,Haight Ashbury,PARK,37.768975,-122.451813333333,"(37.768975, -122.45181333)",Mobile/Open311,,5,25,7,11,3,11,15,8,29492,5,9,9,22,25,,11,24,,,25,,,1,,,,,25
17551455,11/14/2023 12:36:00 PM,11/14/2023 01:12:20 PM,11/14/2023 01:12:20 PM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,Intersection of 27TH AVE and JUDAH ST,27TH AVE,4,Outer Sunset,TARAVAL,37.761316592554,-122.485601551473,"(37.76131659, -122.48560155)",Mobile/Open311,,4,39,10,7,35,3,1,5,56,8,35,35,,39,,7,,,,,,,1,,,,,39
17551453,11/14/2023 12:35:00 PM,11/14/2023 02:29:38 PM,11/14/2023 02:29:38 PM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,Intersection of ONONDAGA AVE and ALEMANY BLVD,ONONDAGA AVE,11,Cayuga,INGLESIDE,0,0,"(0.0, 0.0)",Phone,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
17551450,11/14/2023 12:35:00 PM,11/14/2023 01:02:00 PM,11/14/2023 01:02:00 PM,Closed,"Case Resolved - Geneva/Howth not in flash.  Flashing Intersection is Caltrans Signal at Ocean/Tara.  Matter forwarded to Caltrans, please refer to CSR Ticket Number: 989085",311 Service Request Queue,Damaged Property,Damaged Traffic_Signal,Traffic_Signal,Intersection of GENEVA AVE and HOWTH ST,GENEVA AVE,11,Oceanview,TARAVAL,0,0,"(0.0, 0.0)",Phone,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
17551449,11/14/2023 12:35:00 PM,11/16/2023 01:09:00 PM,11/16/2023 01:09:00 PM,Closed,Case Resolved - Nothing found,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"744 IRVING ST, SAN FRANCISCO, CA, 94122",IRVING ST,7,Inner Sunset,TARAVAL,37.764187146969,-122.466013468802,"(37.76418715, -122.46601347)",Mobile/Open311,,5,109,10,11,14,11,11,5,56,8,12,12,2,109,,11,2,,,2,,,1,,,,,109
17551448,11/14/2023 12:35:00 PM,11/14/2023 01:30:00 PM,11/14/2023 01:30:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of 20TH AVE and JUDAH ST,20TH AVE,4,Outer Sunset,TARAVAL,37.761653879493,-122.478086967403,"(37.76165388, -122.47808697)",Mobile/Open311,,4,39,10,7,35,3,1,5,56,8,35,35,,39,,7,,,,,,,1,,,,,39
17551447,11/14/2023 12:35:00 PM,11/15/2023 08:56:00 AM,11/15/2023 08:56:00 AM,Closed,Case Resolved - No bucket found probably picked up it was street cleaning yesterday,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"150 TOPEKA AVE, SAN FRANCISCO, CA, 94124",TOPEKA AVE,10,Silver Terrace,BAYVIEW,37.733537216562,-122.398353405297,"(37.73353722, -122.39835341)",Mobile/Open311,,10,87,2,9,1,8,10,3,58,3,1,1,,87,,9,,,,,,,2,,,,,87
17551444,11/14/2023 12:34:00 PM,11/15/2023 05:25:07 AM,11/15/2023 05:25:07 AM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"950 PINE ST, SAN FRANCISCO, CA, 94108",PINE ST,3,Nob Hill,CENTRAL,37.790940370007,-122.411602287616,"(37.79094037, -122.41160229)",Mobile/Open311,,3,16,6,3,21,10,5,1,28857,1,21,21,,16,,3,,,,,,,1,,,,,16
17551442,11/14/2023 12:34:00 PM,11/14/2023 02:26:49 PM,11/14/2023 02:26:49 PM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"1830 ALEMANY BLVD, SAN FRANCISCO, CA, 94112",ALEMANY BLVD,11,Cayuga,INGLESIDE,0,0,"(0.0, 0.0)",Phone,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
17551441,11/14/2023 12:34:00 PM,11/18/2023 07:56:00 AM,11/18/2023 07:56:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"911 HARRISON ST, SAN FRANCISCO, CA, 94107",HARRISON ST,6,South of Market,SOUTHERN,37.778668875556,-122.402128022453,"(37.77866888, -122.40212802)",Mobile/Open311,,6,32,1,10,34,9,14,2,28856,2,34,34,,32,,10,,,,,,,2,,,,,32
17551424,11/14/2023 12:31:00 PM,12/11/2023 12:23:43 PM,12/11/2023 12:23:43 PM,Closed,Abandoned Vehicles - Gone on Arrival - GOA 1021 12/11/23 #52,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,Abandoned Vehicle,"2167 NEWCOMB AVE, SAN FRANCISCO, CA, 94124 (Virtual)",NEWCOMB AVE,10,Produce Market,BAYVIEW,37.741205640595,-122.40032043076,"(37.74120564, -122.40032043)",Mobile/Open311,,10,85,2,9,1,8,10,3,58,3,1,1,,85,,9,,,,,,,1,,,,,85
17551421,11/14/2023 12:31:00 PM,11/17/2023 08:05:21 AM,11/17/2023 08:05:21 AM,Closed,Case Resolved - case is resolved,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,"555 EDDY ST, SAN FRANCISCO, CA, 94109",EDDY ST,5,Tenderloin,TENDERLOIN,0,0,"(0.0, 0.0)",Phone,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
17551420,11/15/2023 01:01:00 PM,11/16/2023 07:14:00 AM,11/16/2023 07:14:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"256 SHIPLEY ST, SAN FRANCISCO, CA, 94107",SHIPLEY ST,6,South of Market,SOUTHERN,37.778869507328,-122.40410135498,"(37.77886951, -122.40410135)",Mobile/Open311,,6,32,1,10,34,9,14,2,28856,2,34,34,,32,,10,,,,,,,2,,,,,32
17551414,11/14/2023 12:29:00 PM,11/15/2023 09:48:10 AM,11/15/2023 09:48:10 AM,Closed,Case Resolved,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,Intersection of BELVEDERE ST and WALLER ST,BELVEDERE ST,8,Cole Valley,PARK,37.768752434438,-122.449484758381,"(37.76875243, -122.44948476)",Mobile/Open311,,5,25,7,11,3,11,15,8,29492,5,9,9,22,25,,11,24,,,25,,,1,,,,,25
17551411,11/14/2023 12:29:05 PM,12/14/2023 11:00:17 PM,12/14/2023 11:00:17 PM,Closed,Transferred - Your request falls under the responsibility of The United States Postal Service (USPS) and we have submitted the request to them.,US Postal Service Maintenance Queue,Graffiti,Graffiti on Mail_box,Mail_box - Not_Offensive,"1159 MASONIC AVE, SAN FRANCISCO, CA, 94117",MASONIC AVE,5,Haight Ashbury,PARK,37.770359073943,-122.445651479065,"(37.77035907, -122.44565148)",Mobile/Open311,,5,25,7,11,3,11,15,8,29492,5,9,9,22,25,,11,24,,,25,,,1,,,,,25
17551409,11/14/2023 12:28:00 PM,11/17/2023 10:34:00 AM,11/17/2023 10:34:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"740 TAYLOR ST, SAN FRANCISCO, CA, 94102",TAYLOR ST,3,Lower Nob Hill,CENTRAL,37.789341039517,-122.411780843105,"(37.78934104, -122.41178084)",Mobile/Open311,,3,50,6,3,21,10,5,1,28857,1,21,21,,50,,3,,,,,,,2,,,,,50
17551405,11/14/2023 12:28:15 PM,11/14/2023 12:30:09 PM,11/14/2023 12:30:09 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"302 GEARY ST, SAN FRANCISCO, CA, 94102",GEARY ST,3,Downtown / Union Square,CENTRAL,37.787460990719,-122.408364653828,"(37.78746099, -122.40836465)",Mobile/Open311,,3,19,6,3,36,10,5,1,28852,1,36,36,10,19,,3,12,,,12,5,,2,,,,,19
17551402,11/14/2023 12:27:35 PM,,11/14/2023 12:28:08 PM,Open,open,SF311 AI Routing Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Not_Offensive,"1393 HAIGHT ST, SAN FRANCISCO, CA, 94117",HAIGHT ST,5,Haight Ashbury,PARK,37.770189369314,-122.445049403665,"(37.77018937, -122.4450494)",Mobile/Open311,,5,25,7,11,3,11,15,8,29492,5,9,9,22,25,,11,24,,,25,,,1,,,,,25
17551397,11/14/2023 12:26:56 PM,,11/14/2023 12:31:42 PM,Open,open,DPW BSSR Queue,Street Defects,Pavement_Defect,Pavement_Defect,"900 WEBSTER ST, SAN FRANCISCO, CA, 94115",WEBSTER ST,5,Western Addition,NORTHERN,37.7788728,-122.4300002,"(37.7788728, -122.4300002)",Web,http://mobile311.sfgov.org/reports/17551397/photos,5,97,4,11,39,11,7,6,29490,9,41,41,,97,,11,,,,,,,2,,,,,97
17551394,11/14/2023 12:26:00 PM,11/14/2023 02:48:42 PM,11/14/2023 02:48:42 PM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"1664 LARKIN ST, SAN FRANCISCO, CA, 94109",LARKIN ST,3,Nob Hill,CENTRAL,37.7934052,-122.4192514,"(37.7934052, -122.4192514)",Web,,3,16,6,3,32,10,5,1,28858,1,32,32,,16,,3,,,,,,,1,,,,,16
17551389,11/14/2023 12:25:00 PM,11/15/2023 06:02:41 AM,11/15/2023 06:02:41 AM,Closed,"Cancelled -  Due to the implementation of Prop-E, resources are being
focused into priority 1 and priority 2 tree pruning requests as identified in
the recent tree census. A block pruning plan is in place for all of San
Francisco and maintenance of your tree will take place under these scheduled
routes. Your tree will be addressed later under this scheduled maintenance
plan. 
Thank you for your patience.",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"6901 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1,Outer Richmond,RICHMOND,37.779536199015,-122.493706537111,"(37.7795362, -122.49370654)",Mobile/Open311,,1,8,8,4,29,2,11,9,55,6,26,26,,8,,4,,,,,,,1,,,,,8
17551387,11/14/2023 12:25:00 PM,11/17/2023 10:09:00 AM,11/17/2023 10:09:00 AM,Closed,Case Resolved,DPW Ops Queue,Graffiti,Graffiti on City_receptacle,City_receptacle - Not_Offensive,"1314 HAIGHT ST, SAN FRANCISCO, CA, 94117",HAIGHT ST,5,Haight Ashbury,PARK,37.770457398666,-122.443832606077,"(37.7704574, -122.44383261)",Mobile/Open311,,5,25,7,11,3,11,15,8,29492,5,9,9,,25,,11,,,,,,,1,,,,,25
17551386,11/14/2023 12:25:00 PM,11/14/2023 03:33:10 PM,11/14/2023 03:33:10 PM,Closed,Case Resolved - Items came from apartment all items in front of entrance they need to call for a BIC pickup and be charged accordingly this is not abandoned waste,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"505 VELASCO AVE, SAN FRANCISCO, CA, 94134",VELASCO AVE,10,Sunnydale,INGLESIDE,37.7092049,-122.4170647,"(37.7092049, -122.4170647)",Mobile/Open311,,10,74,9,9,40,8,9,4,309,7,39,39,,74,,9,,,,,,,2,,,,,74
17551385,11/14/2023 12:24:00 PM,11/15/2023 12:01:07 PM,11/15/2023 12:01:07 PM,Closed,Unable to Locate - GOA,HSOC Individual Queue,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,"4059 17TH ST, SAN FRANCISCO, CA, 94114",17TH ST,8,Castro,PARK,37.762338456926,-122.436530588027,"(37.76233846, -122.43653059)",Mobile/Open311,,8,38,7,5,5,5,15,8,28862,5,3,3,,38,,5,,,,,,,1,,,,,38
17551383,11/14/2023 12:24:00 PM,,11/14/2023 12:35:41 PM,Open,open,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Weeding,"135 SOUTH HILL BLVD, SAN FRANCISCO, CA, 94112",SOUTH HILL BLVD,11,Crocker Amazon,INGLESIDE,0,0,"(0.0, 0.0)",Phone,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
17551381,11/14/2023 12:24:00 PM,11/14/2023 12:38:33 PM,11/14/2023 12:38:33 PM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"340 CHURCH ST, SAN FRANCISCO, CA, 94114",CHURCH ST,8,Mission Dolores,MISSION,37.765540945043,-122.428800597755,"(37.76554095, -122.4288006)",Mobile/Open311,,8,37,3,5,5,5,8,7,28862,4,3,3,,37,,5,,,,,,,1,,5,,,37
17551380,11/14/2023 12:24:00 PM,11/14/2023 12:48:00 PM,11/14/2023 12:48:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1104 SANCHEZ ST, SAN FRANCISCO, CA, 94114",SANCHEZ ST,8,Noe Valley,MISSION,37.751496259764,-122.429683631457,"(37.75149626, -122.42968363)",Mobile/Open311,http://mobile311.sfgov.org/reports/17551380/photos,8,84,3,5,22,5,2,7,28862,4,22,22,,84,,5,,,,,12,,1,,,,,84
17551378,11/14/2023 12:23:57 PM,11/14/2023 04:20:00 PM,11/14/2023 04:20:00 PM,Closed,"Case Transferred - To track, visit http://dbiweb.sfgov.org/dbipts/ and search by Complaint Number. See Complaint #202315971 or call (628)652-3400",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"1625 BALBOA ST, SAN FRANCISCO, CA, 94121",BALBOA ST,1,Inner Richmond,RICHMOND,37.776511405497,-122.476313486695,"(37.77651141, -122.47631349)",Mobile/Open311,,1,5,8,4,29,2,11,9,55,6,26,26,,5,,4,,,,,,,1,,,,,5
17551374,11/14/2023 12:23:00 PM,11/14/2023 01:12:00 PM,11/14/2023 01:12:00 PM,Closed,Case Transferred - 17551637,311 Supervisor Queue,Sign Repair,Sign - Defaced,Other_Parking_Type - Defaced; support - OK,"838 DIVISADERO ST, SAN FRANCISCO, CA, 94117",DIVISADERO ST,5,Alamo Square,NORTHERN,37.777301909194,-122.438213713467,"(37.77730191, -122.43821371)",Mobile/Open311,,5,23,4,11,39,11,15,8,29492,5,41,41,,23,,11,,,,,,,1,,,,,23
17551371,11/14/2023 12:23:00 PM,11/14/2023 03:07:19 PM,11/14/2023 03:07:19 PM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,Intersection of EXCELSIOR AVE and VIENNA ST,EXCELSIOR AVE,11,Excelsior,INGLESIDE,37.723585619584,-122.428108937486,"(37.72358562, -122.42810894)",Mobile/Open311,,11,90,9,1,7,6,9,4,28861,7,5,5,,90,,1,,,,,,,2,,,,,90
17551367,11/14/2023 12:21:38 PM,,11/14/2023 12:21:40 PM,Open,open,DPW Ops Queue,Graffiti,Graffiti on Building_other,Building_other - Not_Offensive,"362 COLUMBUS AVE, SAN FRANCISCO, CA, 94133",COLUMBUS AVE,3,North Beach,CENTRAL,0,0,"(0.0, 0.0)",Integrated Agency,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17551360,11/14/2023 12:20:00 PM,11/16/2023 09:24:00 AM,11/16/2023 09:24:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"325 CAPP ST, SAN FRANCISCO, CA, 94110",CAPP ST,9,Mission,MISSION,37.7614422,-122.4179108,"(37.7614422, -122.4179108)",Mobile/Open311,http://mobile311.sfgov.org/reports/17551360/photos,9,53,3,2,20,7,2,7,28859,4,19,19,13,53,,2,15,,3,15,,,2,,3,,,53
17551359,11/14/2023 12:20:00 PM,,11/14/2023 12:45:25 PM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,Intersection of OAK ST and STANYAN ST,OAK ST,5,Golden Gate Park,PARK,37.7711,-122.453711666667,"(37.7711, -122.45371167)",Mobile/Open311,,5,24,7,11,12,11,15,8,29492,5,8,8,22,24,,11,24,,,25,,,1,,,,,24
17551356,11/14/2023 12:20:29 PM,11/14/2023 12:24:25 PM,11/14/2023 12:24:25 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"301 UNION ST, SAN FRANCISCO, CA, 94133",UNION ST,3,Telegraph Hill,CENTRAL,37.800947553533,-122.404599271794,"(37.80094755, -122.40459927)",Mobile/Open311,,3,18,6,3,23,10,3,1,308,1,23,23,21,18,,3,23,,,,,,1,,,,,18
17551352,11/14/2023 12:19:00 PM,11/21/2023 03:01:46 PM,11/21/2023 03:01:46 PM,Closed,Abandoned Vehicles - Gone on Arrival - At 1332 hours,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car4door,Blue - Saab -  - 5UHD161,"299 BELLA VISTA WAY, SAN FRANCISCO, CA, 94127",BELLA VISTA WAY,7,Miraloma Park,INGLESIDE,0,0,"(0.0, 0.0)",Phone,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
17551350,11/14/2023 12:19:00 PM,11/14/2023 01:22:05 PM,11/14/2023 01:22:05 PM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,"2111 26TH ST, SAN FRANCISCO, CA, 94107",26TH ST,10,Potrero Hill,BAYVIEW,37.7504792,-122.4004236,"(37.7504792, -122.4004236)",Web,http://mobile311.sfgov.org/reports/17551350/photos,10,54,2,9,1,8,10,3,28856,3,1,1,,54,,9,,,,,,,1,,,,,54
17551343,11/14/2023 12:18:24 PM,11/14/2023 12:19:48 PM,11/14/2023 12:19:48 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"2255 SAN JOSE AVE, SAN FRANCISCO, CA, 94112",SAN JOSE AVE,11,Cayuga,INGLESIDE,37.720902561464,-122.446383638435,"(37.72090256, -122.44638364)",Mobile/Open311,,11,80,9,1,28,6,9,4,28861,7,25,25,,80,,1,,,,,,,2,,,,,80
17551342,11/14/2023 12:17:00 PM,12/17/2023 08:05:00 AM,12/17/2023 08:05:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"264 OAK ST, SAN FRANCISCO, CA, 94102",OAK ST,5,Hayes Valley,NORTHERN,37.774958882703,-122.423648755917,"(37.77495888, -122.42364876)",Mobile/Open311,,5,22,4,11,9,11,7,6,28852,9,10,10,,22,,11,,,,,,,1,,,,,22
17551339,11/14/2023 12:17:00 PM,11/22/2023 09:53:40 AM,11/22/2023 09:53:40 AM,Closed,"Case Resolved - Hi, thanks for your 311! Either your issue was resolved or a work order was issues to fix the issue. Thanks for keeping your eyes out!",RPD GGP Queue,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,Intersection of STANYAN ST and OAK ST,STANYAN ST,5,Panhandle,PARK,37.771285355789,-122.453978915698,"(37.77128536, -122.45397892)",Mobile/Open311,,5,9,7,11,12,11,11,8,29492,5,8,8,,9,,11,,,,,,,1,,,,,9
17551336,11/14/2023 12:17:00 PM,11/14/2023 02:58:32 PM,11/14/2023 02:58:32 PM,Closed,Case Resolved - Outreach and Enforcement Incident created.,DPW Ops Queue,Litter Receptacles,Toters_left_out_24x7,N/A,"400 CASTRO ST, SAN FRANCISCO, CA, 94114",CASTRO ST,8,Castro,MISSION,37.762234952273,-122.435251885416,"(37.76223495, -122.43525189)",Mobile/Open311,,8,38,3,5,5,5,15,7,28862,4,3,3,1,38,,5,1,,5,1,9,,1,,5,48,16,38
17551335,11/14/2023 12:16:00 PM,11/15/2023 10:46:00 AM,11/15/2023 10:46:00 AM,Closed,"Case Transferred - To track, visit http://dbiweb.sfgov.org/dbipts/ and search by Complaint Number. See Complaint 202316006 or call (628)652-3400.",DBI Building Inspection Queue,General Request - PUBLIC WORKS,complaint,bses - complaint,"2101 43RD AVE, SAN FRANCISCO, CA, 94116",43RD AVE,4,Outer Sunset,TARAVAL,0,0,"(0.0, 0.0)",Phone,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
17551334,11/14/2023 12:16:21 PM,11/14/2023 12:19:54 PM,11/14/2023 12:19:54 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"2102 UNION ST, SAN FRANCISCO, CA, 94123",UNION ST,2,Union Street,NORTHERN,37.797333988631,-122.434090822991,"(37.79733399, -122.43409082)",Mobile/Open311,,2,15,4,6,13,1,13,6,57,9,17,17,,15,,6,,,,,,,1,,,,,15
17551330,11/14/2023 12:15:00 PM,11/14/2023 01:38:37 PM,11/14/2023 01:38:37 PM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"1 RAYMOND AVE, SAN FRANCISCO, CA, 94134",RAYMOND AVE,10,Visitacion Valley,INGLESIDE,37.711828836443,-122.403473035522,"(37.71182884, -122.40347304)",Mobile/Open311,,10,75,9,9,40,8,9,4,309,7,39,39,,75,,9,,,,,,,2,,,,,75
17551326,11/14/2023 12:14:00 PM,,12/16/2023 12:15:03 PM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Not_Offensive,"405 21ST AVE, SAN FRANCISCO, CA, 94121",21ST AVE,1,Outer Richmond,RICHMOND,37.779935364701,-122.48057221915,"(37.77993536, -122.48057222)",Mobile/Open311,,1,8,8,4,29,2,11,9,55,6,26,26,,8,,4,,22,,,,,1,,,,,8
17551318,11/14/2023 12:13:00 PM,11/14/2023 01:43:09 PM,11/14/2023 01:43:09 PM,Closed,Case Resolved,Recology_Overflowing,Litter Receptacles,Add_remove_garbage_can,N/A,Intersection of CESAR CHAVEZ ST and CAPP ST,CESAR CHAVEZ ST,9,Bernal Heights,MISSION,37.748184172879,-122.418042160571,"(37.74818417, -122.41804216)",Mobile/Open311,,9,53,3,2,2,7,2,7,28859,4,2,2,,53,,2,,,3,,,,1,,3,,,53
17551305,11/14/2023 12:11:00 PM,11/17/2023 10:45:41 AM,11/17/2023 10:45:41 AM,Closed,"Cancelled -  Due to the implementation of Prop-E, resources are being
focused into priority 1 and priority 2 tree pruning requests as identified in
the recent tree census. A block pruning plan is in place for all of San
Francisco and maintenance of your tree will take place under these scheduled
routes. Your tree will be addressed later under this scheduled maintenance
plan. 
Thank you for your patience.
ECHO is on.",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,Intersection of SACRAMENTO ST and LEAVENWORTH ST,SACRAMENTO ST,3,Nob Hill,CENTRAL,37.7921444,-122.4159604,"(37.7921444, -122.4159604)",Web,http://mobile311.sfgov.org/reports/17551305/photos,3,16,6,3,21,10,5,1,28858,1,21,21,,16,,3,,,,,,,1,,,,,16
17551303,11/14/2023 12:11:38 PM,12/15/2023 12:00:28 PM,12/15/2023 12:00:28 PM,Closed,Case Resolved - EAM Case 15326 update,DPT SignShop Queue,Sign Repair,Sign - Defaced,Other_Parking_Type - Defaced; support - OK,"18 THE EMBARCADERO, SAN FRANCISCO, CA, 94107",THE EMBARCADERO,6,South Beach,SOUTHERN,37.783696856385,-122.388097979242,"(37.78369686, -122.38809798)",Mobile/Open311,,6,31,1,10,8,9,6,2,28856,2,6,6,,31,,10,,,,,,,1,,,,,31
